tweet,hatespeech
user sama kkndari sd udh ras in akunkrn aku batak kristennpas baru jawa ampun dah manggil gw aja pake nama adat baru yg adat yg p agamantapi sekarang udh jarang kaya gitu sihnjadi aku cuma nyaranin s,0
bajak agama intoleran reaktif agama lawan duniawi yakin agama kejar,1
user kacrut rank doang,1
alhamdulillah,0
user padahal dulu mah smgt kalo masalah ngewe skrg udh males gue mah,0
user user user sini masuk kristen dis tenang aja baptis gratis ga bayar dapet susu,0
kau g diam ribu bahasandanhatikecilkubicara,0
user wonu oppa mata g sipit banget,0
user ras user user polisi perintah sedang simpan bom waktu ujung user tentu akan tanggung akibat,1
jan biasain nganggep cewe ntu kek barang l karna cewe ntu punya ati n prasaan situ kalo cuman nyari bahan bakal ngeue mending lu cari pecun sono bs lu eue trs bayar trs udeh deh masing jan cewe bae lu rusakin lobi sbisa lu ampe dpt ngeue hanjer sampah,1
user ntar konbatnya o yg pegangxfxfxxc wkwkwkwk geblek,1
user sejak jadi jurnalis kinisaya baru dengar islam nusantara jangannanti yg iseng bilang hindu nusantarakristen nusantarabudha nusantra islam agama sama agama lain u ga tuh embel,0
user bukan malu kok malah dasar,1
kata burung indonesia bubar tahun kuat tanya gimana nasib negeri dnnwkkkkwkkntongseriusteuingahnrieuttt,1
rt user e pegawai bank danamon asyik ngemut kontol pacarnyanvideo lengkap gtgt url bokepterbxexxa,1
user r makanya tapi aku asal jawab aja bloon,1
kayak tki naga naga sih,0
biadab cina kafir rakyat kecil jadi pkl asong aniaya spt ahok kafir,1
buku jokowi undercover juga jelas knp sby dukung n jokowi pilih presiden krn rahasia kotorkorupsi yg pegang cukong cina,1
pasang gantipresiden marah masjid pakai politik hari tanoe nonmuslim,1
reklamasi jakarta atur lewat,0
user g aku bakal terus buat kamu kok tenang ajannhlh kntl,1
user user presiden kok cengeng kata c cebong mana ngartii,1
nista agama jadi santri kehormatanyang kasih ke pulkada otak perlu direparasidemi ahok nama santri yg baik kail jual belikan,1
user aku jg gendut si nder u tp drpd mikirin omong orang mulu mending pelan pelan ngerawat dirigapapa gendut asal ngerawat diri maaah skrg aku pede pede aja sm diri aku sendiri yuhu,0
kalah suhartoprabowo lawan opini lebih karena libat konspirasi global mana as china seluruh sekutu dukung rencana csis elit katolik radikal suharto tionghoa utk jatuh konglomerat,1
pimpin pemimpindarimasjid yg ajak untuk jalan syariat islam sungguhsungguh jatuh pimpin non muslim,1
user dih o bulepotan,1
dengar wajib,0
hussss mimin takut demo bersilitsilit,1
user kan sipit,0
user user user user user user user user user user user user anjir g macem macem luh setan,1
rt user g slim kontol lumayan xfxfxxa url,1
user user user user user eh toilet fifis onta melipir ini indonesia lho m lu mabok budaya arab jd nya kayak gitu xfxfxx,1
user user c lebih bego,1
ninja kali nih tukang roti keliling cepet banget ilangnye x gw keluar g gak uber sarap,1
msh ingat siloam cina usir andai ku mati anakanak segala paham filosofi hidup harga diri atas ku bukan kaki jajah,1
user trus antekantek,1
anda jujur percaya allah swt perintah penggal kafir tuhan s lukman,1
user presiden buat asing yg uras bumi pertiwi bersiaplahgantipresiden,1
user i jancuk pingin gue tabok anak,1
user boleh tidur rana najis jadi e,1
orangorang kafir dusta ayatayat maka mereka azab hina r qs al hajj,0
user ngentot yuk,1
aku kecil lama pakai kacamata kalau tidur tambah,0
user user user utang trilyun para kampret yg hidup melarat ikut makan kalo cebong udah happy hidup gitu perlu akting sengsara gak,1
user user weiskrg mercun kecikxcxb lagibunyi tak kuat sngt dulu mcmxcxb adebunyi dh m mcm bom,0
dong duh,0
user user e dungu korban php xfxfxxxfxfxxxfxfxx,1
user user user user klu jaman pak harto anak prestasi perhatikannklu rezim skrg lebay yg panggil istananrezim,1
user n mana ngerti,1
udh ky,1
user iya tau masa iya gua suka sm,1
allah swt kafir bakar,1
cari k hijaiyahdalanak islambersama jamal laeli assalamualaikum adikadik kita lihat,0
cc user mau periode rakyat sndri d phk trs import juta tka chinamending lu prgi jauh dri nkri krn negri ga butuh khianat yg korban rakyat penting golong sndrinprabowopresident url,1
user user user soal loe loe lebih orang ga mana skrang loe ga junjung d,1
g user imut titit nya hidung,1
takjil bom,0
kpk panggil deret e mantan anggota dpr kait ektp,0
user udah sipit ininga disipitin nn xcdxaxcxb xcaxxccxaf xcdxaxcxbnxcxa xexxfxexxxexxxexxbnxexxxexxxcxa xexx,0
user dimaklumin aja nama kampret semua serba balik hidup balik gelantung wajar kalau segala pikir balik kepala bau pesing kencing balik basah kepala pesing tak u selalu,1
papar kapolres bikin kapolda kepri yakin pilkada tanjungpinang netral aman,0
balik china heli jatuh pt imip kerja wn insiden,0
bunyi klik mouse suara keti keyboard musik hampir jam non stop mata perih bokong nyilu lengan panas njenuh,0
gd x bomnseungri ralinengary x udh mustahil,0
user user bantu jawab wkwk kata putri rima sama daniel sibuk ngurusin osis jd ga ikut join nah klo aya kayak makin ngurusin jd makelar sibuk anak tuyul alias gil oj sotau bgt aku,0
selamat pagi jawab user puisi timpa gubernur ingin hoaks jadi arus utama masyarakat masa,0
user user user apa hubung dgn munafik kalian kitab hina lapor polisi waspada cebong kafir yg ngakungaku p islam,1
rt cerita cowok tinggal china cerita,0
user alah bullshit tai a,1
ahok c pakpahan trims semua pihak yg udah ciduk bajing url,1
cium soal jokowi memang tajam kalau pak cari uang upss salah hutang uang salut url,1
o user ngeri bangsa si pki biadab ingin bangkit tolak bubar,1
sabtu pagi masyarakat adat baduy tuju lanjut jalan kembali kantor gubernur banten kawasan pusat perintah provinsi banten kpb curug kota serang sebabaduy dm,0
bubar buat parlemen biar tentu pansus url,1
trimakasih allah engkau tlah i besar engkau tlah buka mata hati yg buta krn cintatrimakasih tuhan engkau tolong,0
gedek iya udah liat user banget anjir sama bapa,1
e gus sholah baguss pulau madura rapat diri menang pasang calon gubernur khofifah indar parawansa emil elistianto dardak baguss khofifahemiljatimsatu,0
user sarap udh cucu gudang,1
rezim sipil yg keri ini bs rakyat pd pimpin seorg rezim sok rkyt pdhl sungguh anti lihat umat islam,1
rt user orang biasa jilat ludah sendiri bik malu user hormat sby tidak buzzer e tolol satu,1
user user user topik bicara cebong bani hoax g loncatxcxb yanndari prestasi babihok apa gak jawab malah tanah abang ta kasih contoh ta yg baik malah mintaxcxb yg buruk,1
user karir cemerlang perangkap rejim penuh dustanselamat hari lahir user,0
user lost respect sekian kali buat agency yg lo banggain buat artis lo banggain nkelakuan tai kucing kasih d sih kea gin nnlo tampol duit sama lee sooman mau tampol lamborgini sama gd mau tampol sama material,1
user r i tulis ucap kad raya cina tu ellooo,1
ragam seni toba batak budaya,0
serap dana desa tahun prioritas bangun infrastruktur tahun turut serap dana desa prioritas cepat ekonomi desa a jokowiperiode,0
user i penat lah edit tetiba cacat weh a jajahaahha,1
tahu dungudunia lw,1
buka twitter dengerdenger benda curiga duga bom barel kang cilung anak amp warga barel,0
kamu tau gak sejak kenal kamu bawa ken ajar terus e deh ajar jadi baik buat kamu,0
orang sombong jadi jangan salahin kalo gak mau temenan sama orang kek lo,1
user user user user user kbnyakan kencing onta mahluk satu emosi mulu td gua liat i sumbu pendek si tidur balik,1
indonesia makin mundur e nya siapa mas mas fitnah pakde jokowi url,1
apa sih lmao anak anak kalian anak anak baru kok tengil banget gak tau apa jg main plas plos aja lieur ih jempol kecil punya congor apa begimana,1
antek kaki tangan komunis perut tak punya hati yg url,1
user gin aja ngancam presiden liat kacung,1
user ga pernah denger hindu sama kristen jawa,0
user udah jelek t lagi nga,1
user kampung,1
bohong rakyat yg user siap diri solo hingga jadi presiden,1
user user makan bareng sama orang yahudi sih pun alat dar tanya orang yahudi,0
temanmakanteman user janji bakal ngasi nyontek uji tp pas gilir uji dia malah pura budek udah user reuniz,1
dengar anak bas tuhan orang budhatuhan orang yng menghukummembedakancerdas,0
saat saksi panas debat publik tujuh pasang calon bupati wakil bupati pilkada aceh selatan pandu user r pukul wib live eksklusif di inews pilkadaacehselatan,0
jalanjalansiang bagai rumah bawah ranah indah orang s culun dengan bakar besar user,0
bandara dongkrak ekonomi jawa,0
user user lagiyng xcxdah ga ad yng di percaya user anti aseng,0
user lu banget drama onta,1
user sintingnnbaca,1
ganti aja kelas cuman dubes,1
lidah buaya lidah mertua gelombang cintannya tanam hias sarana curhat favorit botanist trubus n,0
s pak user bilang citra url,1
user tulis lu gua g paham ama gua soal otak gua bukan otak otak autis gak kek yg a bikin thread gblknya ampe selkulit mati lnjt,1
cara bicara ingus ny sdh ngawur terlalu akhir block banci,1
datang fahri henti tak guna,1
maham,1
gambar masakan tayahla a pki filter doo asam pedas pn da nmpk mcm curry xfxfxx nasib baik aku bc caption xfxfxxa,0
astaga kejam tuduhannyannahahaha mulia jebak avalonnningin nang lihat arturia terlalu curiga kepada hiks,0
user user bicara a komentar gampang guna bahasa anda tahu sok pintar nilai anis jadi gubernur klo gak isu sara susah menang orang bijak tdk meng olok olok,1
utk korupsi ingin user jaya bubar user macam wujud url,1
diri ia baik duli aib orang habib luthfi,0
user mau aku pamerin jg gk group chat aku g anak cina,0
user langsung subhanahu wataala om bangsa kafir paham kena itu,0
user hebat,1
user user user user user user user user user user user takbir wan lempar bom n alohmubarbar mayat ayat quran timteng bikin muslim radicals tolol otak,1
terkadang jatuh cinta bisu i bicara carik puisi sembunyi balik makna akan kenang sendiri,0
user user sakedap tehnpagi baru nyadarnberarti bilang sayap kiri israel lebih pro damai dgn palestina banding sayap kanannpadahal kata mah k kanan lebih agamais k kiri lebih komunis xf,0
d user mudah keluarga si gerung kena bom,1
user lu,1
r sby ga berani nutup alexis r jokowi ga berani nutup alexis gubernur indonesia yg turun tangan pilih prabowo mantap,0
user perek adih ipey maaf salah urg pey sama aku kasoh user mau ngga,1
jomblo nya udah terlalu cowok koment stts nya cuekncewek biawak kadal,1
user otak ga geser aja udeh sarapapalagi geser yekan ntar bahaya apa sih aku kerja beneran a kok elang liatin em masih usep pala cewe apa coba kamu nyantol aja aku udah syukur,1
yg teriak mnakuti rakyat dgn mnyebut presiden lama jd periode kalau lawan prabowo bs d pasti adlh agen ganda bayar utk mpromosikan tkoh ttntu l spy rakyat jd bingung pecah suara,0
user user ih apa silit kampay,1
user siapa bilang harga minyak jadi naik kalau nga dunia dirut pertamina mundur user url,1
user salam user user user user user user user user user yang user jokowi kok kaya ferdinan antek sby user user user,0
k tak ambisi mimin aja judul ih,0
utk tokoh egonyanarah pecah belah suara poros klaim sungguh untung,0
muslim lbh henti nyembah allah swt yg ngoceh aku hati kafir,1
user user asli ane ngakak smpe skt perut mau pipis ane paham maksud yg definisi rocky gerung kok org malah soksok agamatapi lapor cerita sih mau bikin gebrak bilang bela an,1
orang cuma main l hubung ama agama bzz,0
user user user aduhhh bencong user nyerang apa cong gak balik rumpi deh lonte lanang dapur apa cong n yg jelas dong jd banci jangan paro kalah sama anak duda yg jd designer ln lo xfxfxxxfxfxaxaaxfxfxxbx,1
panas g,1
satu m katolik sifat dinamis selaras beda ikut sikon kembang zaman salah satu manifestasi dispensasi kawin campur pasang katolik non katolik,0
percaya muhammad nabi ragu tulis argumentasi ke pak user tak tidak,1
user kalau bilang tdk nasionalisasi asset antek asing kalau pakai keluarga patut tweet saya sadar,0
gak duli replyku nyambung apa enggak yg penting gantipresiden a gantipresiden gantipresiden gantipresiden gantipresiden gantipresiden gantipresiden gantipresiden gantipresiden gantipreside,1
lebar lebar memek lemari,1
indons alhamdulillah allah udah nyelamatin n anak thailand nnthai yg nyelamatin manusia kapir bukan tuhan lu kontol,1
user arti anjer,1
bro user ente r kitab suci fiksi arti semua agama bkn wahyu nyata spt mutlak scr harfiah filosofis langgar yakin umat agama konstitusi norma agama ente nista semua agama yg paling kotor atheisdete,1
dengar ituibnul dia selalu mohon ya tunjuk dalam beberapa kemudian si izin allahakhirnya masuk islam,0
user manusia tolol semua keluar sana bengitu and,1
user stupid question l kalo mau ngentod gak usah puasa goblog,1
user user jauh saya baca artikel internet jumlah lembar nya yang beda tanda butuh masing masing orang kalau sering pake negri luar kalo gak sering beberapa negara tetangga,0
bahkan etnic e uyhgur paksa tinggal budaya uyghur jadi etnic han jelas konyol mana orang suku apa paksa pindah suku bahkan tragis banyak warga uyghur jadi korban jual organ tubuh dieksekusisetelaj belum cap,0
cuma sekali ilmu ketemu mb,0
mafia tolak keras indonesia pimpin komplot rakyat amp bajing url,1
user user isu udah nongol m lg isu pki xfxfxxxfxfxxxfxfxxxfxfxx,0
n user user era sby bangun papua juga hambalang tuh bangun pln mangkrak brp banyak,1
rt user user alda user iya betul si vivin tai dasar pelakorngaku alexa user drpd rico bajxexxa,1
user user user user user user user user user user user user,0
user amanat ribu ulama by name by address kalau yg bilang cak imin ambisius s ngopinya kurang jauh,0
apa gw bisa bikin indonesia menang link yg cundang yg nampilin identitas asli aja kok bacot gw buat korea cuy ngahahaha,1
tempat cari maktab gaya xfxfxx jln construction ni xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx hambar turn u turn sini,0
mau indonesia singapura kasih cina kuasa dasar r otak reklamasi brekekekekek url,1
user user user user user user user user user user user biasa bani coli ngga beda jauh sm d kawan haha,1
ikut user tahu informasi kini kena ekonomi uang perban investasi saham indonesia o dunia hari,0
khianat pki bunuh jendral pki keblinger kata bungkarnobubarkan pki turun harga r kabinet tritura,1
user mah yg bener anjirr jahat elu ihh bodo bodo,1
rt user kentut bau,1
produksi pak joko widodo semua pindah plastik kayak gin pilih belanja super aksi r,0
user user user user user nyata bos mah nga suka bikin hoax bani nya n ngahok xfxfxxa,1
user brp sayang ngentot kmu sma,1
user xfxfxxxfxfxxxfxfxx bangke,1
user kne jaga kafir harbi ka,0
abang ipar adam ni bangkai agama tunggang dasar,1
cina kuasa d media massa ayo usir indonesia,1
user guru nanak ajar spiritualitassesuatu yg sifat universal krnnya dlm ajar islam hindu seperti banyak l duduk adab sindhuhindu sjk dulu beliau terima semua jalan krn beliau panggil allah,0
user enak b gesek memek xfxfxxb,1
seulgi banget gak punya mata barat ada kelopak mata timur style bilang sipit seulgi pikir poin paling tarik dia,0
dr bambang noorsena ajar kristen sering disalahpahami agama b khotbah kristen,0
user user kau pikir aku ni kapir   hanat,1
kembali asing akhir asing,0
rt user yg banyak bicara user trus yg bakar sekolah gimana url,1
user user jablay,1
jd user user ingat congor oknum nasdem klo si joko kalah indonesia bubar,1
s mungkin sumbu pendek lelah pak,0
user udah lu jgn panik gitu ahok si kutil babi bakal tumbang kok putar dua j cuapcuap mu sosmed gak ngaruh,1
sinyal kartu cacad ganti gapleh aja gitu,1
akun fb asma dewi pnyebar fitnah sara pilih dantaranya daerahdki dpenuhi foto brsama sjumlah politis kepala anies sandi,1
cina,1
fb anjing tai lah,1
allahu akbar jokowi kenal islam moderat ktt ulama cendekiawan s dunia,0
rt user wahai orangorang iman u dalam islam seluruh jangan kamu ikut langkah setan qsxexxa,0
online cuma persh dapet income nha brp banding mall ten serap user,1
bani minyak babi,1
sabtu pagi masyarakat adat baduy kembali lanjut jalan tuju kantor gubernur banten kawasan pusat s perintah provinsi banten kpb curug kota serang sebabaduy,0
user cara laku rezim dungunnklop,1
moga istiqomah xfxfxxd nikitamirzani banyak makhluk soleh malam hari jadi kafir pagi hari begitupin sebaliknyamenjadi istiqomah juang hidayah alloh rahasia semua orang hak dapat,0
